FileName,mNodeHash,mQuestHash,QuestType,isCollectionQuest,isKeyQuest,
ocean\part\node\node_info.xml,1113115475,642406385,Normal,false,false,
ocean\part\node\node_info.xml,3679558377,1573933324,Normal,false,false,
ocean\part\node\node_info.xml,3679558377,3302555830,Normal,false,false,
ocean\part\node\node_info.xml,3679558377,3017682976,Normal,false,false,
ocean\part\node\node_info.xml,3679558377,767206787,Normal,false,false,
ocean\part\node\node_info.xml,3679558377,1522373909,Normal,false,false,
ocean\part\node\node_info.xml,3679558377,3283403951,Normal,false,false,
ocean\part\node\node_info.xml,3679558377,3031692345,Normal,false,false,
ocean\part\node\node_info.xml,3679558377,604826024,Normal,false,false,
ocean\part\node\node_info.xml,2891360895,1544698683,Normal,false,false,
ocean\part\node\node_info.xml,2891360895,3306908289,Normal,false,false,
ocean\part\node\node_info.xml,2891360895,2988202519,Normal,false,false,
ocean\part\node\node_info.xml,2891360895,746114996,Normal,false,false,
ocean\part\node\node_info.xml,2891360895,1535115042,Normal,false,false,
ocean\part\node\node_info.xml,2891360895,3262557848,Normal,false,false,
ocean\part\node\node_info.xml,2891360895,3044122126,Normal,false,false,
ocean\part\node\node_info.xml,2891360895,634291103,Normal,false,false,
ocean\part\node\node_info.xml,2891360895,1388950281,Subjugation,false,false,
ocean\part\node\node_info.xml,2891360895,839793388,Subjugation,false,false,
ocean\part\node\node_info.xml,1273923448,1452021297,Normal,false,false,
ocean\part\node\node_info.xml,1273923448,3481618315,Normal,false,false,
ocean\part\node\node_info.xml,1273923448,3095557917,Normal,false,false,
ocean\part\node\node_info.xml,1273923448,652665534,Normal,false,false,
ocean\part\node\node_info.xml,1273923448,1373753896,Normal,false,false,
ocean\part\node\node_info.xml,1273923448,3370681234,Normal,false,false,
ocean\part\node\node_info.xml,1273923448,3220157188,Normal,false,false,
ocean\part\node\node_info.xml,1273923448,793816725,Normal,false,false,
ocean\part\node\node_info.xml,724111005,3789638363,Normal,false,false,
ocean\part\node\node_info.xml,724111005,2028477281,Normal,false,false,
ocean\part\node\node_info.xml,724111005,267332599,Normal,false,false,
ocean\part\node\node_info.xml,724111005,2441854548,Normal,false,false,
ocean\part\node\node_info.xml,724111005,3867971266,Normal,false,false,
ocean\part\node\node_info.xml,724111005,2139479928,Normal,false,false,
ocean\part\node\node_info.xml,724111005,142798830,Normal,false,false,
ocean\part\node\node_info.xml,724111005,2554196607,Normal,false,false,
ocean\part\node\node_info.xml,724111005,4013605609,Subjugation,false,false,
ocean\part\node\node_info.xml,724111005,2415741708,Subjugation,false,false,
ocean\part\node\node_info.xml,724111005,4177165210,Subjugation,false,false,
ocean\part\node\node_info.xml,724111005,1643325984,Subjugation,false,false,
ocean\part\node\node_info.xml,724111005,385096374,Subjugation,false,false,
ocean\part\node\node_info.xml,724111005,2291175189,Subjugation,false,false,
ocean\part\node\node_info.xml,724111005,4288135043,Subjugation,false,false,
ocean\part\node\node_info.xml,724111005,1721691705,Subjugation,false,false,
ocean\part\node\node_info.xml,724111005,295296687,Subjugation,false,false,
ocean\part\node\node_info.xml,724111005,2166801214,Subjugation,false,false,
ocean\part\node\node_info.xml,3307696049,3798310581,Normal,false,false,
ocean\part\node\node_info.xml,3307696049,2070728463,Normal,false,false,
ocean\part\node\node_info.xml,3307696049,208404377,Normal,false,false,
ocean\part\node\node_info.xml,3307696049,2450483770,Normal,false,false,
ocean\part\node\node_info.xml,3307696049,3842529964,Normal,false,false,
ocean\part\node\node_info.xml,3307696049,2080443158,Normal,false,false,
ocean\part\node\node_info.xml,3307696049,184957824,Normal,false,false,
ocean\part\node\node_info.xml,3307696049,2612602385,Normal,false,false,
ocean\part\node\node_info.xml,742705796,3874021895,Normal,false,false,
ocean\part\node\node_info.xml,742705796,2145498045,Normal,false,false,
ocean\part\node\node_info.xml,742705796,149324587,Normal,false,false,
ocean\part\node\node_info.xml,742705796,2525107848,Normal,false,false,
ocean\part\node\node_info.xml,742705796,3783599646,Normal,false,false,
ocean\part\node\node_info.xml,742705796,2022471588,Normal,false,false,
ocean\part\node\node_info.xml,742705796,260785970,Normal,false,false,
ocean\part\node\node_info.xml,742705796,2671008419,Normal,false,false,
ocean\part\node\node_info.xml,1531181586,3878324272,Normal,false,false,
ocean\part\node\node_info.xml,1531181586,2116278666,Normal,false,false,
ocean\part\node\node_info.xml,1531181586,153413916,Normal,false,false,
ocean\part\node\node_info.xml,1531181586,2537585855,Normal,false,false,
ocean\part\node\node_info.xml,1531181586,3762768937,Normal,false,false,
ocean\part\node\node_info.xml,1531181586,2035162515,Normal,false,false,
ocean\part\node\node_info.xml,1531181586,239676677,Normal,false,false,
ocean\part\node\node_info.xml,1531181586,2666934420,Normal,false,false,
ocean\part\node\node_info.xml,4106559812,3908642240,Normal,false,false,
ocean\part\node\node_info.xml,4106559812,1911583866,Normal,false,false,
ocean\part\node\node_info.xml,4106559812,116868332,Normal,false,false,
ocean\part\node\node_info.xml,4106559812,2559824207,Normal,false,false,
ocean\part\node\node_info.xml,4106559812,4019511769,Normal,false,false,
ocean\part\node\node_info.xml,4106559812,1990045795,Normal,false,false,
ocean\part\node\node_info.xml,4106559812,26902773,Normal,false,false,
ocean\part\node\node_info.xml,4106559812,2435161444,Normal,false,false,
ocean\part\node\node_info.xml,2210533842,3912978423,Normal,false,false,
ocean\part\node\node_info.xml,2210533842,1882332749,Normal,false,false,
ocean\part\node\node_info.xml,2210533842,120925915,Normal,false,false,
ocean\part\node\node_info.xml,2210533842,2572270456,Normal,false,false,
ocean\part\node\node_info.xml,2210533842,3998649326,Normal,false,false,
ocean\part\node\node_info.xml,2210533842,2002770516,Normal,false,false,
ocean\part\node\node_info.xml,2210533842,5827266,Normal,false,false,
ocean\part\node\node_info.xml,2210533842,2431121235,Normal,false,false,
ocean\part\node\node_info.xml,497452145,3967048050,Normal,false,false,
ocean\part\node\node_info.xml,497452145,1971128520,Normal,false,false,
ocean\part\node\node_info.xml,497452145,41564254,Normal,false,false,
ocean\part\node\node_info.xml,497452145,2619256317,Normal,false,false,
ocean\part\node\node_info.xml,497452145,3944324459,Normal,false,false,
ocean\part\node\node_info.xml,497452145,1913703633,Normal,false,false,
ocean\part\node\node_info.xml,497452145,85457991,Normal,false,false,
ocean\part\node\node_info.xml,497452145,2510873046,Normal,false,false,
ocean\part\node\node_info.xml,1788982503,3988140869,Normal,false,false,
ocean\part\node\node_info.xml,1788982503,1958699775,Normal,false,false,
ocean\part\node\node_info.xml,1788982503,62411369,Normal,false,false,
ocean\part\node\node_info.xml,1788982503,2648491978,Normal,false,false,
ocean\part\node\node_info.xml,1788982503,3940284252,Normal,false,false,
ocean\part\node\node_info.xml,1788982503,1943185126,Normal,false,false,
ocean\part\node\node_info.xml,1788982503,81106544,Normal,false,false,
ocean\part\node\node_info.xml,1788982503,2490010593,Normal,false,false,
ocean\part\node\node_info.xml,4087932253,4025519388,Normal,false,false,
ocean\part\node\node_info.xml,4087932253,1996086438,Normal,false,false,
ocean\part\node\node_info.xml,4087932253,33483824,Normal,false,false,
ocean\part\node\node_info.xml,4087932253,2677701011,Normal,false,false,
ocean\part\node\node_info.xml,4087932253,3902621957,Normal,false,false,
ocean\part\node\node_info.xml,4087932253,1905531071,Normal,false,false,
ocean\part\node\node_info.xml,4087932253,110307369,Normal,false,false,
ocean\part\node\node_info.xml,4087932253,2519479736,Normal,false,false,
ocean\part\node\node_info.xml,2226116043,3996313387,Normal,false,false,
ocean\part\node\node_info.xml,2226116043,2000402065,Normal,false,false,
ocean\part\node\node_info.xml,2226116043,3966471,Normal,false,false,
ocean\part\node\node_info.xml,2226116043,2656572324,Normal,false,false,
ocean\part\node\node_info.xml,2226116043,3915326258,Normal,false,false,
ocean\part\node\node_info.xml,2226116043,1884713608,Normal,false,false,
ocean\part\node\node_info.xml,2226116043,122765854,Normal,false,false,
ocean\part\node\node_info.xml,2226116043,2548981647,Normal,false,false,
ocean\part\node\node_info.xml,1662515404,3836529185,Normal,false,false,
ocean\part\node\node_info.xml,1662515404,2108005275,Normal,false,false,
ocean\part\node\node_info.xml,1662515404,178432781,Normal,false,false,
ocean\part\node\node_info.xml,1662515404,2496020142,Normal,false,false,
ocean\part\node\node_info.xml,1662515404,3821080120,Normal,false,false,
ocean\part\node\node_info.xml,1662515404,2059952002,Normal,false,false,
ocean\part\node\node_info.xml,1662515404,231698196,Normal,false,false,
ocean\part\node\node_info.xml,1662515404,2641392261,Normal,false,false,
ocean\part\node\node_info.xml,1662515404,3933684243,Subjugation,false,false,
ocean\part\node\node_info.xml,1662515404,2326842358,Subjugation,false,false,
ocean\part\node\node_info.xml,1662515404,4256693088,Subjugation,false,false,
ocean\part\node\node_info.xml,1662515404,1690217178,Subjugation,false,false,
ocean\part\node\node_info.xml,1662515404,330930764,Subjugation,false,false,
ocean\part\node\node_info.xml,1662515404,2380074991,Subjugation,false,false,
ocean\part\node\node_info.xml,1662515404,4208607097,Subjugation,false,false,
ocean\part\node\node_info.xml,1662515404,1674800835,Subjugation,false,false,
ocean\part\node\node_info.xml,1662515404,349462101,Subjugation,false,false,
ocean\part\node\node_info.xml,1662515404,2221622212,Subjugation,false,false,
ocean\part\node\node_info.xml,1960264127,1375993084,Normal,false,false,
ocean\part\node\node_info.xml,1960264127,3406474566,Normal,false,false,
ocean\part\node\node_info.xml,1960264127,3155008976,Normal,false,false,
ocean\part\node\node_info.xml,1960264127,577308787,Normal,false,false,
ocean\part\node\node_info.xml,1960264127,1433286885,Normal,false,false,
ocean\part\node\node_info.xml,1960264127,3429329247,Normal,false,false,
ocean\part\node\node_info.xml,1960264127,3143653833,Normal,false,false,
ocean\part\node\node_info.xml,1960264127,736052312,Normal,false,false,
ocean\part\node\node_info.xml,1960264127,1557689550,Subjugation,false,false,
ocean\part\node\node_info.xml,1960264127,1008729387,Subjugation,false,false,
ocean\part\node\node_info.xml,3990753285,1346716325,Normal,false,false,
ocean\part\node\node_info.xml,3990753285,3377206047,Normal,false,false,
ocean\part\node\node_info.xml,3990753285,3192595337,Normal,false,false,
ocean\part\node\node_info.xml,3990753285,539997738,Normal,false,false,
ocean\part\node\node_info.xml,3990753285,1462273724,Normal,false,false,
ocean\part\node\node_info.xml,3990753285,3458324230,Normal,false,false,
ocean\part\node\node_info.xml,3990753285,3106334608,Normal,false,false,
ocean\part\node\node_info.xml,3990753285,697956865,Normal,false,false,
ocean\part\node\node_info.xml,79541552,1422409239,Normal,false,false,
ocean\part\node\node_info.xml,79541552,3452006317,Normal,false,false,
ocean\part\node\node_info.xml,79541552,3133562683,Normal,false,false,
ocean\part\node\node_info.xml,79541552,614648472,Normal,false,false,
ocean\part\node\node_info.xml,79541552,1403386382,Normal,false,false,
ocean\part\node\node_info.xml,79541552,3400313780,Normal,false,false,
ocean\part\node\node_info.xml,79541552,3182140194,Normal,false,false,
ocean\part\node\node_info.xml,79541552,756319923,Normal,false,false,
ocean\part\node\node_info.xml,1941603750,1426740256,Normal,false,false,
ocean\part\node\node_info.xml,1941603750,3422750106,Normal,false,false,
ocean\part\node\node_info.xml,1941603750,3137615116,Normal,false,false,
ocean\part\node\node_info.xml,1941603750,627089583,Normal,false,false,
ocean\part\node\node_info.xml,1941603750,1382518841,Normal,false,false,
ocean\part\node\node_info.xml,1941603750,3413033347,Normal,false,false,
ocean\part\node\node_info.xml,1941603750,3161059605,Normal,false,false,
ocean\part\node\node_info.xml,1941603750,752282756,Normal,false,false,
ocean\part\node\node_info.xml,805627905,3583577200,Normal,false,false,
ocean\part\node\node_info.xml,805627905,1284529610,Normal,false,false,
ocean\part\node\node_info.xml,805627905,999779676,Normal,false,false,
ocean\part\node\node_info.xml,805627905,2784229631,Normal,false,false,
ocean\part\node\node_info.xml,805627905,3539257449,Normal,false,false,
ocean\part\node\node_info.xml,805627905,1274911187,Normal,false,false,
ocean\part\node\node_info.xml,805627905,1023060293,Normal,false,false,
ocean\part\node\node_info.xml,805627905,2890249428,Normal,false,false,
ocean\part\node\node_info.xml,3647425844,3507777730,Normal,false,false,
ocean\part\node\node_info.xml,3647425844,1209868664,Normal,false,false,
ocean\part\node\node_info.xml,3647425844,1058673134,Normal,false,false,
ocean\part\node\node_info.xml,3647425844,2709423181,Normal,false,false,
ocean\part\node\node_info.xml,3647425844,3598300379,Normal,false,false,
ocean\part\node\node_info.xml,3647425844,1332798817,Normal,false,false,
ocean\part\node\node_info.xml,3647425844,947377655,Normal,false,false,
ocean\part\node\node_info.xml,3647425844,2831730790,Normal,false,false,
ocean\part\node\node_info.xml,2925559202,3503692533,Normal,false,false,
ocean\part\node\node_info.xml,2925559202,1239370575,Normal,false,false,
ocean\part\node\node_info.xml,2925559202,1054374873,Normal,false,false,
ocean\part\node\node_info.xml,2925559202,2696736378,Normal,false,false,
ocean\part\node\node_info.xml,2925559202,3619413740,Normal,false,false,
ocean\part\node\node_info.xml,2925559202,1320324950,Normal,false,false,
ocean\part\node\node_info.xml,2925559202,968212416,Normal,false,false,
ocean\part\node\node_info.xml,2925559202,2836046417,Normal,false,false,
ocean\part\node\node_info.xml,2925559202,3725431495,Subjugation,false,false,
ocean\part\node\node_info.xml,2925559202,3200916258,Subjugation,false,false,
ocean\part\node\node_info.xml,929639448,3532694700,Normal,false,false,
ocean\part\node\node_info.xml,929639448,1268380950,Normal,false,false,
ocean\part\node\node_info.xml,929639448,1017038208,Normal,false,false,
ocean\part\node\node_info.xml,929639448,2734313507,Normal,false,false,
ocean\part\node\node_info.xml,929639448,3590152373,Normal,false,false,
ocean\part\node\node_info.xml,929639448,1291071759,Normal,false,false,
ocean\part\node\node_info.xml,929639448,1005781401,Normal,false,false,
ocean\part\node\node_info.xml,929639448,2873891848,Normal,false,false,
ocean\part\node\node_info.xml,1080958094,3545419419,Normal,false,false,
ocean\part\node\node_info.xml,1080958094,1247518497,Normal,false,false,
ocean\part\node\node_info.xml,1080958094,1029484471,Normal,false,false,
ocean\part\node\node_info.xml,1080958094,2738371092,Normal,false,false,
ocean\part\node\node_info.xml,1080958094,3560901250,Normal,false,false,
ocean\part\node\node_info.xml,1080958094,1295407928,Normal,false,false,
ocean\part\node\node_info.xml,1080958094,976317358,Normal,false,false,
ocean\part\node\node_info.xml,1080958094,2861463103,Normal,false,false,
ocean\part\node\node_info.xml,3503358239,3624831398,Normal,false,false,
ocean\part\node\node_info.xml,3503358239,1091033116,Normal,false,false,
ocean\part\node\node_info.xml,3503358239,906029194,Normal,false,false,
ocean\part\node\node_info.xml,3503358239,2825157929,Normal,false,false,
ocean\part\node\node_info.xml,3503358239,3747827135,Normal,false,false,
ocean\part\node\node_info.xml,3503358239,1181359109,Normal,false,false,
ocean\part\node\node_info.xml,3503358239,829238419,Normal,false,false,
ocean\part\node\node_info.xml,3503358239,2714906882,Normal,false,false,
ocean\part\node\node_info.xml,3503358239,3604283796,Subjugation,false,false,
ocean\part\node\node_info.xml,3503358239,3054667889,Subjugation,false,false,
ocean\part\node\node_info.xml,3503358239,3239426279,Subjugation,false,false,
ocean\part\node\node_info.xml,3503358239,1478289757,Subjugation,false,false,
ocean\part\node\node_info.xml,3503358239,790354379,Subjugation,false,false,
ocean\part\node\node_info.xml,3503358239,2977909864,Subjugation,false,false,
ocean\part\node\node_info.xml,3503358239,3329785086,Subjugation,false,false,
ocean\part\node\node_info.xml,3503358239,1601252676,Subjugation,false,false,
ocean\part\node\node_info.xml,3503358239,678829522,Subjugation,false,false,
ocean\part\node\node_info.xml,3503358239,3100180547,Subjugation,false,false,
ocean\part\node\node_info.xml,3339827308,1856094075,Normal,false,false,
ocean\part\node\node_info.xml,3339827308,4155043521,Normal,false,false,
ocean\part\node\node_info.xml,3339827308,2159009367,Normal,false,false,
