FileName,mQuestID,mQuestName,mQuestType,mDayNight,
event.xml,898818095,"【上級】
襲来！ラギアクルス！",2,0,
event.xml,2933723084,"【中級】
襲来！リオレウス！",2,0,
event.xml,936664694,"【上級】
襲来！リオレウス！",2,0,
event.xml,2938070523,"【中級】
襲来！リオレイア！",2,0,
event.xml,907424833,"【上級】
襲来！リオレイア！",2,0,
event.xml,2755863238,"【中級】
襲来！ハプルボッカ！",2,0,
event.xml,1028289404,"【上級】
襲来！ハプルボッカ！",2,0,
event.xml,2776713457,"【中級】
襲来！ウラガンキン！",2,0,
event.xml,1015552331,"【上級】
襲来！ウラガンキン！",2,0,
event.xml,317461531,"【中級】
襲来！ドボルベルク！",2,0,
event.xml,2347058593,"【上級】
襲来！ドボルベルク！",2,0,
event.xml,321814060,"【上級】
襲来！ボルボロス亜種！",2,0,
event.xml,2317823894,"【特級】
襲来！ボルボロス亜種！",2,0,
event.xml,292077685,"【上級】
襲来！クルペッコ亜種！",2,0,
event.xml,2288095695,"【特級】
襲来！クルペッコ亜種！",2,0,
event.xml,279620162,"【上級】
襲来！リオレイア亜種！",2,0,
event.xml,2309225464,"【特級】
襲来！リオレイア亜種！",2,0,
event.xml,367377607,"【上級】
襲来！ベリオロス亜種！",2,0,
event.xml,2364337533,"【特級】
襲来！ベリオロス亜種！",2,0,
event.xml,338155248,"【上級】
襲来！ロアルドロス亜種！",2,0,
event.xml,2368636746,"【特級】
襲来！ロアルドロス亜種！",2,0,
event.xml,375482537,"【極級】
襲来！ディアブロス！",2,0,
event.xml,396559006,"【極級】
襲来！アグナコトル！",2,0,
event.xml,486491555,"【極級】
襲来！ジンオウガ！",2,0,
event.xml,490549140,"【極級】
襲来！ギギネブラ！",2,0,
event.xml,5880821,"【極級】
襲来！ガノトトス！",2,0,
event.xml,26988994,"【上級】
襲来！リオレウス亜種！",2,0,
event.xml,2559737976,"【特級】
襲来！リオレウス亜種！",2,0,
event.xml,64843675,"【上級】
襲来！ラギアクルス亜種！",2,0,
event.xml,2597600801,"【特級】
襲来！ラギアクルス亜種！",2,0,
event.xml,35587500,"【上級】
襲来！ドボルベルク亜種！",2,0,
event.xml,2601931798,"【特級】
襲来！ドボルベルク亜種！",2,0,
event.xml,122688297,"【上級】
襲来！ウラガンキン亜種！",2,0,
event.xml,2656649875,"【特級】
襲来！ウラガンキン亜種！",2,0,
event.xml,110262558,"【極級】
襲来！アグナコトル亜種！",2,0,
event.xml,3962725273,"【極級】
強襲！リオレウス豪火種！",2,0,
event.xml,4000636352,"【極級】
強襲！ベリオロス凍氷種！",2,0,
event.xml,1418593532,"【極級】
強襲！リオレウス豪火種！_使用不可",2,0,
event.xml,1455995557,"【極級】
強襲！ベリオロス凍氷種！_使用不可",2,0,
event.xml,3511831081,"【初級】
襲来！ウラガンキン南瓜種！",2,0,
event.xml,1213930387,"【中級】
襲来！ウラガンキン南瓜種！",2,0,
event.xml,1063004933,"【上級】
襲来！ウラガンキン南瓜種！",2,0,
event.xml,2704850598,"【特級】
襲来！ウラガンキン南瓜種！",2,0,
event.xml,257224798,"【上級】《被ダメ減少》
襲来！ボルボロス亜種！",2,0,
event.xml,2522718692,"【特級】《被ダメ減少》
襲来！ボルボロス亜種！",2,0,
event.xml,219303431,"【上級】《被ダメ減少》
襲来！クルペッコ亜種！",2,0,
event.xml,2484805565,"【特級】《被ダメ減少》
襲来！クルペッコ亜種！",2,0,
event.xml,214967344,"【上級】《被ダメ減少》
襲来！リオレイア亜種！",2,0,
event.xml,2514056586,"【特級】《被ダメ減少》
襲来！リオレイア亜種！",2,0,
event.xml,161428149,"【上級】《被ダメ減少》
襲来！ベリオロス亜種！",2,0,
event.xml,2425774863,"【特級】《被ダメ減少》
襲来！ベリオロス亜種！",2,0,
event.xml,140335234,"【上級】《被ダメ減少》
襲来！ロアルドロス亜種！",2,0,
event.xml,2438203704,"【特級】《被ダメ減少》
襲来！ロアルドロス亜種！",2,0,
event.xml,3617163458,"【初級・戦国BASARA】
襲来！クルペッコ！",2,1
event.xml,1318115704,"【中級・戦国BASARA】
襲来！ドボルベルク！",2,1
event.xml,966257134,"【上級・戦国BASARA】
襲来！ラギアクルス！",2,1
event.xml,2817752141,"【特級・戦国BASARA】
襲来！ラギアクルス！",2,1
event.xml,3505671387,"【極級・戦国BASARA】
襲来！ラギアクルス！",2,1
event.xml,1241324897,"【上級・戦国BASARA】
襲来！アグナコトル！",2,1
event.xml,1056583159,"【特級・戦国BASARA】
襲来！アグナコトル！",2,1
event.xml,2923769958,"【極級・戦国BASARA】
襲来！アグナコトル！",2,1
event.xml,3596346101,"【初級】
襲来！ラングロトラ聖夜種！",2,2
event.xml,1330819919,"【中級】
襲来！ラングロトラ聖夜種！",2,2
event.xml,945128409,"【上級】
襲来！ラングロトラ聖夜種！",2,2
event.xml,2788234874,"【特級】
襲来！ラングロトラ聖夜種！",2,2
event.xml,3509987052,"【極級】
襲来！ラングロトラ聖夜種！",2,2
event.xml,3558694060,"【初級】
襲来！ガノトトスめで鯛種！",2,1
event.xml,1293159702,"【中級】
襲来！ガノトトスめで鯛種！",2,1
event.xml,974339456,"【上級】
襲来！ガノトトスめで鯛種！",2,1
event.xml,2759305251,"【特級】
襲来！ガノトトスめで鯛種！",2,1
event.xml,3547371701,"【極級】
襲来！ガノトトスめで鯛種！",2,1
event.xml,1249495311,"【初級・後半】
襲来！ガノトトスめで鯛種！",2,1
event.xml,1031731609,"【中級・後半】
襲来！ガノトトスめで鯛種！",2,1
event.xml,2915165192,"【上級・後半】
襲来！ガノトトスめで鯛種！",2,1
event.xml,3670463646,"【特級・後半】
襲来！ガノトトスめで鯛種！",2,1
event.xml,3120651643,"【極級・後半】
襲来！ガノトトスめで鯛種！",2,1
event.xml,3588175515,"【母チョコ級】
お菓子なチョコ祭",2,0,
event.xml,1289119521,"【義理チョコ級】
お菓子なチョコ祭",2,0,
event.xml,1003575223,"【友チョコ級】
お菓子なチョコ祭",2,0,
event.xml,2780152340,"【本命チョコ級】
お菓子なチョコ祭",2,0,
event.xml,3534942850,"【大本命チョコ級】
お菓子なチョコ祭",2,0,
event.xml,3733156262,"【初級・ひな祭り】
襲来！アオアシラ！",2,0,
event.xml,1200234524,"【中級・ひな祭り】
襲来！クルペッコ！",2,0,
event.xml,814551178,"【上級・ひな祭り】
襲来！ジンオウガ！",2,0,
event.xml,2934539561,"【特級・ひな祭り】
襲来！ジンオウガ！",2,0,
event.xml,3656299967,"【極級・ひな祭り】
襲来！ジンオウガ！",2,0,
event.xml,4005227821,"【極級】
襲来！ディアブロス亜種！",2,0,
event.xml,2008267927,"【極級】
襲来！ナルガクルガ！",2,0,
event.xml,11832321,"【極級】
襲来！ブラキディオス！",2,0,
event.xml,660243828,"【絶級】
強襲！リオレウス豪火種！",2,0,
event.xml,3107852503,"【絶級】
強襲！ゴア・マガラ！",2,0,
event.xml,3745586065,"【初級】
ダンテマストダイ",2,0,
event.xml,1179142699,"【中級】
ダンテマストダイ",2,0,
event.xml,827292349,"【上級】
ダンテマストダイ",2,0,
event.xml,2938892062,"【特級】
ダンテマストダイ",2,0,
event.xml,3626819464,"【極級】
ダンテマストダイ",2,0,
event.xml,1092980274,"【HELL AND HELL】
デビルハンター",2,0,
event.xml,2416677264,"【極級】
襲来！ギギネブラ亜種！",2,0,
event.xml,1777216844,"【初級】
バージルダウンフォール",2,0,
event.xml,4041702646,"【中級】
バージルダウンフォール",2,0,
event.xml,2279623776,"【上級】
バージルダウンフォール",2,0,
event.xml,428136899,"【特級】
バージルダウンフォール",2,0,
event.xml,1854138709,"【極級】
バージルダウンフォール",2,0,
event.xml,3876364550,"【超極級】
襲来！イビルジョー！",2,0,
event.xml,3515977573,"【超極級】
襲来！ジンオウガ亜種！",2,0,
event.xml,2794897395,"【超極級】
襲来！ナルガクルガ亜種！",2,0,
event.xml,3459850305,"【絶級】
強襲！ベリオロス凍氷種！",2,0,
event.xml,4112812741,"【初級】
狩猟カーニバル第1節",2,0,
event.xml,1814944639,"【初級】
狩猟カーニバル第2節",2,0,
event.xml,455797737,"【初級】
狩猟カーニバル第3節",2,0,
event.xml,2236513866,"【初級】
狩猟カーニバル第4節",2,0,
event.xml,4064890588,"【初級】
狩猟カーニバル第5節",2,0,
event.xml,1799364454,"【中級】
狩猟カーニバル第1節",2,0,
event.xml,474427376,"【中級】
狩猟カーニバル第2節",2,0,
event.xml,2365076065,"【中級】
狩猟カーニバル第3節",2,0,
event.xml,4227793655,"【中級】
狩猟カーニバル第4節",2,0,
event.xml,2604174098,"【中級】
狩猟カーニバル第5節",2,0,
event.xml,3963599748,"【上級】
狩猟カーニバル第1節",2,0,
event.xml,1966533182,"【上級】
狩猟カーニバル第2節",2,0,
event.xml,36821672,"【上級】
狩猟カーニバル第3節",2,0,
event.xml,2622836491,"【上級】
狩猟カーニバル第4節",2,0,
event.xml,3948052381,"【上級】
狩猟カーニバル第5節",2,0,
event.xml,1918578215,"【特級】
狩猟カーニバル第1節",2,0,
event.xml,89923249,"【特級】
狩猟カーニバル第2節",2,0,
event.xml,2514682656,"【特級】
狩猟カーニバル第3節",2,0,
event.xml,3806606262,"【特級】
狩猟カーニバル第4節",2,0,
event.xml,2954221777,"【特級】
狩猟カーニバル第5節",2,0,
event.xml,3339905095,"【極級】
狩猟カーニバル第1節",2,0,
event.xml,1578875389,"【極級】
狩猟カーニバル第2節",2,0,
event.xml,689736043,"【極級】
狩猟カーニバル第3節",2,0,
event.xml,3078102216,"【極級】
狩猟カーニバル第4節",2,0,
event.xml,3229559902,"【極級】
狩猟カーニバル第5節",2,0,
event.xml,1806209813,"【初級・蒼火】
私立エクスプロア学園",2,0,
event.xml,4070687407,"【中級・蒼火】
私立エクスプロア学園",2,0,
event.xml,2242310713,"【上級・蒼火】
私立エクスプロア学園",2,0,
event.xml,465725338,"【特級・蒼火】
私立エクスプロア学園",2,0,
event.xml,1824872204,"【極級・蒼火】
私立エクスプロア学園",2,0,
event.xml,1785395490,"【初級・桜火】
私立エクスプロア学園",2,0,
event.xml,4083394712,"【中級・桜火】
私立エクスプロア学園",2,0,
event.xml,2221185038,"【上級・桜火】
私立エクスプロア学園",2,0,
event.xml,436211117,"【特級・桜火】
私立エクスプロア学園",2,0,
event.xml,1829190971,"【極級・桜火】
私立エクスプロア学園",2,0,
event.xml,1500937700,"【逸品級】
狩猟祭ボーナスクエスト",2,0,
event.xml,779177330,"【お宝級】
狩猟祭ボーナスクエスト",2,0,
event.xml,3201192163,"【財宝級】
狩猟祭ボーナスクエスト",2,0,
event.xml,3385417845,"【秘宝級】
狩猟祭ボーナスクエスト",2,0,
event.xml,1864757159,"【第一話】
ハンター。をプロデュース",2,0,
event.xml,4130127389,"【第二話】
エク学生の日常",2,0,
event.xml,2167115403,"【第三話】
私、部活始めるってよ",2,0,
event.xml,4047600132,"【第四話　END1】
学校から帰ろう！",2,0,
event.xml,1749560254,"【第四話　END2】
けいおんぶ！",2,0,
event.xml,525277992,"【第四話　END3】
テニスのお姫様",2,0,
event.xml,2252753554,"【第五話　TRUE　END】
レウスの中心で、愛を叫ぶ",2,0,
event.xml,1067445833,"【極級】
進化襲来！リオレイア！",2,0,
event.xml,1217978079,"【極級】
進化襲来！ラギアクルス！",2,0,
event.xml,3606858620,"【極級】
進化襲来！ウラガンキン！",2,0,
event.xml,2717613034,"【極級】
進化襲来！チャナガブル！",2,0,
event.xml,1462792699,"【絶級】
強襲！ギギネブラ劇毒種！",2,0,
event.xml,2906274750,"【初級】
決闘！暴征翼クシャルダオラ！",2,0,
event.xml,875784708,"【中級】
決闘！暴征翼クシャルダオラ！",2,0,
event.xml,1127504530,"【上級】
決闘！暴征翼クシャルダオラ！",2,0,
event.xml,3713060657,"【特級】
決闘！暴征翼クシャルダオラ！",2,0,
event.xml,2857893799,"【極級】《強個体!!》
決闘！暴征翼クシャルダオラ！",2,0,
event.xml,861842973,"【初級】《弱体化!》
決闘！暴征翼クシャルダオラ！",2,0,
event.xml,1146723979,"【中級】《弱体化!》
決闘！暴征翼クシャルダオラ！",2,0,
event.xml,3738408838,"【初級】
襲来！チャナガブル！",2,0,
event.xml,3742498225,"【初級】
襲来！ロアルドロス！",2,0,
event.xml,3663653684,"【初級】
襲来！ベリオロス！",2,0,
event.xml,3684466947,"【初級】
襲来！ラギアクルス！",2,0,
event.xml,3654958938,"【初級】
襲来！リオレウス！",2,0,
event.xml,3625473389,"【初級】
襲来！リオレイア！",2,0,
event.xml,3544453712,"【初級】
襲来！ハプルボッカ！",2,0,
event.xml,3532028007,"【初級】
襲来！ウラガンキン！",2,0,
event.xml,1709909133,"【初級】
襲来！ドボルベルク！",2,0,
event.xml,1860666768,"【準備運動】
まずは挑戦だ！！",2,0,
event.xml,4159624234,"【肩慣らし】
装備を強化しないと厳しいぞ！",2,0,
event.xml,2162812092,"【練習】
フェイジョア島クラスだな！！",2,0,
event.xml,512586015,"【演習】
クプアス島クラスだな！！",2,0,
event.xml,1770668425,"【実戦１】
ここから実戦だ、気を抜くな！",2,0,
event.xml,4035121203,"【実戦２】
カニステル島クラスだな！",2,0,
event.xml,2273583269,"【実戦３】
マラクジャ群島にお別れだ！",2,0,
event.xml,389758260,"【決戦】
さあ、訓練もラストスパートだ！",2,0,
event.xml,1614548386,"【最終決戦】
最後だ、一気に駆け抜けろ！",2,0,
event.xml,1822505929,"【特別訓練】
ハンマーで気絶を狙え！",2,0,
event.xml,4108771570,"【初級】 '16　5月杯
狩猟カーニバル第1節",2,0,
event.xml,1844425032,"【初級】 '16　5月杯
狩猟カーニバル第2節",2,0,
event.xml,451445214,"【初級】 '16　5月杯
狩猟カーニバル第3節",2,0,
event.xml,2223772797,"【初級】 '16　5月杯
狩猟カーニバル第4節",2,0,
event.xml,4085982443,"【初級】 '16　5月杯
狩猟カーニバル第5節",2,0,
event.xml,1786934609,"【中級】 '16　5月杯
狩猟カーニバル第1節",2,0,
event.xml,495273415,"【中級】 '16　5月杯
狩猟カーニバル第2節",2,0,
event.xml,2369411158,"【中級】 '16　5月杯
狩猟カーニバル第3節",2,0,
event.xml,4198328512,"【中級】 '16　5月杯
狩猟カーニバル第4節",2,0,
event.xml,2600132901,"【中級】 '16　5月杯
狩猟カーニバル第5節",2,0,
event.xml,3992834483,"【上級】 '16　5月杯
狩猟カーニバル第1節",2,0,
event.xml,1962180617,"【上級】 '16　5月杯
狩猟カーニバル第2節",2,0,
event.xml,66302111,"【上級】 '16　5月杯
狩猟カーニバル第3節",2,0,
event.xml,2643928380,"【上級】 '16　5月杯
狩猟カーニバル第4節",2,0,
event.xml,3935311274,"【上級】 '16　5月杯
狩猟カーニバル第5節",2,0,
event.xml,1939424272,"【特級】 '16　5月杯
狩猟カーニバル第1節",2,0,
event.xml,77493382,"【特級】 '16　5月杯
狩猟カーニバル第2節",2,0,
event.xml,2485217559,"【特級】 '16　5月杯
狩猟カーニバル第3節",2,0,
event.xml,3810941313,"【特級】 '16　5月杯
狩猟カーニバル第4節",2,0,
event.xml,2983703270,"【特級】 '16　5月杯
狩猟カーニバル第5節",2,0,
event.xml,3335553648,"【極級】 '16　5月杯
狩猟カーニバル第1節",2,0,
event.xml,1608111050,"【極級】 '16　5月杯
狩猟カーニバル第2節",2,0,
event.xml,685695836,"【極級】 '16　5月杯
狩猟カーニバル第3節",2,0,
event.xml,3065673471,"【極級】 '16　5月杯
狩猟カーニバル第4節",2,0,
event.xml,3250407017,"【極級】 '16　5月杯
狩猟カーニバル第5節",2,0,
event.xml,3571876634,"【初級】第2回
決闘！暴征翼クシャルダオラ！",2,0,
event.xml,2749477772,"【中級】第2回
決闘！暴征翼クシャルダオラ！",2,0,
event.xml,3274062441,"【上級】第2回
決闘！暴征翼クシャルダオラ！",2,0,
event.xml,3022064383,"【特級】第2回
決闘！暴征翼クシャルダオラ！",2,0,
event.xml,757619525,"【極級】第2回《強個体!!》
決闘！暴征翼クシャルダオラ！",2,0,
event.xml,1513057235,"【初級】第2回《弱体化!》
決闘！暴征翼クシャルダオラ！",2,0,
event.xml,3293314672,"【中級】第2回《弱体化!》
決闘！暴征翼クシャルダオラ！",2,0,
event.xml,137640857,"ファミ通App
プレゼントクエスト",2,0,
event.xml,1744665844,"【チャレンジクエスト】
ファミ通Appからの挑戦状",2,0,
event.xml,2056906901,"【左眼の剣】
海賊のお宝",2,0,
event.xml,3817912623,"【戴きの冠】
海賊のお宝",2,0,
event.xml,2492959161,"【財宝の処】
海賊のお宝",2,0,
event.xml,183704602,"【掴む栄光】
海賊のお宝",2,0,
event.xml,2113154188,"【激闘の証】
海賊のお宝",2,0,
event.xml,2069594786,"【冒険の心】
海賊のお宝",2,0,
event.xml,3797078808,"【新たな刻】
海賊のお宝",2,0,
event.xml,2505433998,"【背負う力】
海賊のお宝",2,0,
event.xml,187790893,"【仲間の灯】
海賊のお宝",2,0,
event.xml,2083931835,"【自尊の心】
海賊のお宝",2,0,
event.xml,3846117121,"【悠久の夢】
海賊のお宝",2,0,
event.xml,3008155366,"【初級】第3回
決闘！天雷騎キリン！",2,0,
event.xml,709205852,"【中級】第3回
決闘！天雷騎キリン！",2,0,
event.xml,1564651466,"【上級】第3回
決闘！天雷騎キリン！",2,0,
event.xml,3455955547,"【特級】第3回
決闘！天雷騎キリン！",2,0,
event.xml,3136979661,"【極級】第3回《強個体!!》
決闘！天雷騎キリン！",2,0,
event.xml,3893062058,"【初級】第3回《弱体化!》
決闘！天雷騎キリン！",2,0,
event.xml,2668386620,"【中級】第3回《弱体化!》
決闘！天雷騎キリン！",2,0,
event.xml,100993158,"【初級】第4回
決闘！天雷騎キリン！",2,0,
event.xml,1895970832,"【中級】第4回
決闘！天雷騎キリン！",2,0,
event.xml,4016483763,"【上級】第4回
決闘！天雷騎キリン！",2,0,
event.xml,2556534053,"【特級】第4回
決闘！天雷騎キリン！",2,0,
event.xml,23645343,"【極級】第4回《強個体!!》
決闘！天雷騎キリン！",2,0,
event.xml,1987050505,"【初級】第4回《弱体化!》
決闘！天雷騎キリン！",2,0,
event.xml,3872448920,"【中級】第4回《弱体化!》
決闘！天雷騎キリン！",2,0,
event.xml,4137705131,"【初級】 '16　6月杯
狩猟カーニバル第1節",2,0,
event.xml,1873350417,"【初級】 '16　6月杯
狩猟カーニバル第2節",2,0,
event.xml,414072711,"【初級】 '16　6月杯
狩猟カーニバル第3節",2,0,
event.xml,2261428772,"【初級】 '16　6月杯
狩猟カーニバル第4節",2,0,
event.xml,4056783538,"【初級】 '16　6月杯
狩猟カーニバル第5節",2,0,
event.xml,1757727496,"【中級】 '16　6月杯
狩猟カーニバル第1節",2,0,
event.xml,532937630,"【中級】 '16　6月杯
狩猟カーニバル第2節",2,0,
event.xml,2407327247,"【中級】 '16　6月杯
狩猟カーニバル第3節",2,0,
event.xml,4168865433,"【中級】 '16　6月杯
狩猟カーニバル第4節",2,0,
event.xml,2562482044,"【中級】 '16　6月杯
狩猟カーニバル第5節",2,0,
event.xml,4022038506,"【上級】 '16　6月杯
狩猟カーニバル第1節",2,0,
event.xml,1991392848,"【上級】 '16　6月杯
狩猟カーニバル第2節",2,0,
event.xml,28643014,"【上級】 '16　6月杯
狩猟カーニバル第3節",2,0,
event.xml,2681314149,"【上級】 '16　6月杯
狩猟カーニバル第4節",2,0,
event.xml,3906382835,"【上級】 '16　6月杯
狩猟カーニバル第5節",2,0,
event.xml,1910504009,"【特級】 '16　6月杯
狩猟カーニバル第1節",2,0,
event.xml,114871007,"【特級】 '16　6月杯
狩猟カーニバル第2節",2,0,
event.xml,2523387726,"【特級】 '16　6月杯
狩猟カーニバル第3節",2,0,
event.xml,3781224408,"【特級】 '16　6月杯
狩猟カーニバル第4節",2,0,
event.xml,3012627647,"【特級】 '16　6月杯
狩猟カーニバル第5節",2,0,
event.xml,3298180137,"【極級】 '16　6月杯
狩猟カーニバル第1節",2,0,
event.xml,1570729363,"【極級】 '16　6月杯
狩猟カーニバル第2節",2,0,
event.xml,714628357,"【極級】 '16　6月杯
狩猟カーニバル第3節",2,0,
event.xml,3036465318,"【極級】 '16　6月杯
狩猟カーニバル第4節",2,0,
event.xml,3288070192,"【極級】 '16　6月杯
狩猟カーニバル第5節",2,0,
event.xml,955394640,"【極級】
進化襲来！ベリオロス！",2,0,
event.xml,1341463238,"【極級】使用不可
襲来！リオレウス希少種！",2,0,
event.xml,540492141,"【絶級】
強襲！ジンオウガ不死種！",2,0,
event.xml,2961726716,"【絶級】
強襲！リオレウス希少種！",2,0,
event.xml,3348065386,"【絶級】【凶暴個体】
強襲！ボルボロス！",2,0,
event.xml,2031959291,"【初級】
断裂群島攻防戦Ⅱ",2,0,
event.xml,3759435073,"【中級】
断裂群島攻防戦Ⅱ",2,0,
event.xml,2534628823,"【上級】
断裂群島攻防戦Ⅱ",2,0,
event.xml,158845044,"【特級】
断裂群島攻防戦Ⅱ",2,0,
event.xml,2121332962,"【極級】
断裂群島攻防戦Ⅱ",2,0,
event.xml,3883510104,"【超極級】
断裂群島攻防戦Ⅱ",2,0,
event.xml,723629457,"【超級】
襲来！ボルボロス亜種！",2,0,
event.xml,719576998,"【超級】
襲来！クルペッコ亜種！",2,0,
event.xml,2643362636,"【超級】
襲来！リオレイア亜種！",2,0,
event.xml,2622286203,"【超級】
襲来！ベリオロス亜種！",2,0,
event.xml,2651477794,"【超級】
襲来！ロアルドロス亜種！",2,0,
event.xml,2680700181,"【超級】
襲来！リオレウス亜種！",2,0,
event.xml,2592549776,"【超級】
襲来！ラギアクルス亜種！",2,0,
event.xml,2605007271,"【超級】
襲来！ドボルベルク亜種！",2,0,
event.xml,2567176190,"【超級】
襲来！ウラガンキン亜種！",2,0,
event.xml,1207550245,"【絶級】【凶暴個体】
強襲！ガノトトス！",2,0,
event.xml,2562823625,"【極級】
襲来！リオレウス希少種！",2,0,
event.xml,2476593908,"【極級】【凶暴個体】
襲来！ボルボロス！",2,0,
event.xml,2455746755,"【極級】【凶暴個体】
襲来！ガノトトス！",2,0,
event.xml,2027902668,"【初級】
開幕の刻",2,0,
event.xml,3788900214,"【中級】
開幕の刻",2,0,
event.xml,2530293728,"【上級】
開幕の刻",2,0,
event.xml,146121283,"【特級】
開幕の刻",2,0,
event.xml,2142409429,"【極級】
開幕の刻",2,0,
event.xml,3871064943,"【超極級】
開幕の刻",2,0,
event.xml,2106605641,"【初級】
理想の末路",2,0,
event.xml,3835236851,"【中級】
理想の末路",2,0,
event.xml,2476613989,"【上級】
理想の末路",2,0,
event.xml,234534086,"【特級】
理想の末路",2,0,
event.xml,2063434832,"【極級】
理想の末路",2,0,
event.xml,3824473578,"【超極級】
理想の末路",2,0,
event.xml,4150408348,"【初級】第1節
神速のブルファンゴ",2,0,
event.xml,1852532006,"【初級】第2節
状態異常に注意！",2,0,
event.xml,426530224,"【中級】第3節
小粒でも侮るべからず",2,0,
event.xml,2265497619,"【中級】第4節
爆破待ったなし",2,0,
event.xml,4027576453,"【上級】第5節
怒りの鳥竜種・ロード",2,0,
event.xml,1762042175,"【上級】第6節
超危険！ヘビープレス",2,0,
event.xml,503419305,"【特級】第7節
毒吐きダンシング！",2,0,
event.xml,2394852408,"【特級】第8節
連続サマーソルト！",2,0,
event.xml,4189699246,"【極級】第9節
大憤怒の黒蝕竜",2,0,
event.xml,2575185227,"【祭級】第10節
豪火なカーニバル",2,0,
event.xml,1178315538,"【絶級】【凶暴個体】
強襲！ギギネブラ！",2,0,
event.xml,1149048139,"【絶級】
強襲！リオレイア希少種！",2,0,
event.xml,1170177916,"【？？？級】
迎撃戦！ネフ・ガルムド！",2,0,
event.xml,1089497593,"【超絶級】
強襲！ネフ・ガルムド！",2,0,
event.xml,2403019938,"【極級】【凶暴個体】
襲来！ギギネブラ！",2,0,
event.xml,2398701205,"【極級】
襲来！リオレイア希少種！",2,0,
event.xml,2446840078,"【初級】第5回
決闘！黒獄卿ゴア・マガラ！",2,0,
event.xml,4044380395,"【中級】第5回
決闘！黒獄卿ゴア・マガラ！",2,0,
event.xml,2249681021,"【上級】第5回
決闘！黒獄卿ゴア・マガラ！",2,0,
event.xml,522074567,"【特級】第5回
決闘！黒獄卿ゴア・マガラ！",2,0,
event.xml,1746471249,"【極級】第5回《強個体!!》
決闘！黒獄卿ゴア・マガラ！",2,0,
